B1Y2H6	B1Y2H6
Q2NR07	Q0TA22
Q2NR07	P0AGK2
Q2NR07	B1IUL2
Q46XB3	Q46XB3
Q46XB3	Q0K6Y1
A3QJG1	A3QJG1
B2FUU6	B2FUU6
B2FUU6	Q2NYW4
Q3ILA5	Q3ILA5
F6Z5C0	F6Z5C0
O60014	O60014
Q5F3T9	Q5F3T9
Q5F3T9	P12378
Q5F3T9	Q5R7B3
Q5F3T9	O70199
P97931	P97931
P97931	P13051
Q1GHJ4	Q1GHJ4
Q63V58	Q63V58
Q63V58	Q1BXA8
Q63V58	Q3JTI8
P59523	P59523
B2GDY8	B2GDY8
B8I004	B8I004
Q01WE6	Q01WE6
Q3A6V2	Q3A6V2
Q5V1I1	Q5V1I1
B8E009	B8E009
B8E009	B5YDB8
A2CE01	A2CE01
A2CE01	B4ECC7
A2CE01	A9AF72
A2CE01	A2S996
A2CE01	A1V1G6
A2CE01	B1JX29
A2CE01	A3NYC9
A2CE01	Q3JPJ6
A2CE01	A3NCL7
A2CE01	Q63RL3
A2CE01	Q2SYF7
A2CE01	A4JC42
A2CE01	Q4ZN06
A2CE01	A4SY44
A2CE01	A9BUC4
A2CE01	B4RSX9
A2CE01	Q48DE6
A2CE01	Q3KIT2
A2CE01	B9J8M3
A2CE01	Q3J154
A2CE01	A4WR75
A2CE01	B9KK46
A2CE01	A8APV0
A2CE01	B0TT71
A2CE01	A6TE42
A2CE01	B5YUX3
A2CE01	B8HW50
A2CE01	Q2JQ88
A2CE01	A3PCP1
A2CE01	A8G4K9
A2CE01	P73061
A2CE01	Q3AVR1
A2CE01	A2C4S2
A2CE01	Q3AGD0
A2CE01	Q117Z3
A2CE01	Q3M712
Q07398	Q07398
B1MXP1	B1MXP1
B8NM74	B8NM74
Q64TY9	Q64TY9
Q64TY9	A6L4U4
O05619	O05619
O34138	O34138
O94753	O94753
Q5KWQ2	Q5KWQ2
Q5KWQ2	B7GIR9
Q5KWQ2	C5D5F6
B5YEQ0	B5YEQ0
B5YEQ0	B8E0B1
B7KS48	B7KS48
A4XAF6	A4XAF6
A4XAF6	A0LSX5
A4XAF6	A0JXJ4
B1LA54	B1LA54
Q3ABX6	Q3ABX6
Q12PA8	Q12PA8
Q12PA8	B1KJ47
Q12PA8	A1SZH7
Q12PA8	A1S5V3
Q12PA8	A6WPH7
Q12PA8	Q084C2
Q12PA8	B0TK55
Q12PA8	B8CNP2
Q12PA8	A8FU90
O67055	O67055
B1IMN2	B1IMN2
B1IMN2	C3KXC0
Q39X41	Q39X41
Q39X41	B9M5P5
B8ZRH2	B8ZRH2
B8ZRH2	Q49897
B8ZRH2	P9WHV6
Q1JBT2	Q1JBT2
Q1JBT2	Q5LYV4
Q1JBT2	Q1JLR5
Q1JBT2	Q1J6N4
Q1JBT2	Q48TM3
A2SS82	A2SS82
A6M241	A6M241
B1MX39	B1MX39
A5FS02	A5FS02
A5FS02	Q3Z997
A7B555	A7B555
A4WDW4	A4WDW4
P73448	P73448
P83291	P83291
O29361	O29361
Q62940	Q62940
A8MQ27	A8MQ27
P36858	P36858
P36858	P22945
P70727	P70727
Q52523	Q52523
O54949	O54949
O54949	B1H3E1
O54949	D3ZSZ3
B7PBI5	B7PBI5
A8BQZ5	A8BQZ5
D1BAA5	D1BAA5
O30124	O30124
D5DEH5	D5DEH5
A1KSH4	A1KSH4
A1KSH4	B4RNG2
A1KSH4	A5EUU4
O96028	O96028
Q60E61	Q60E61
Q18411	Q18411
Q12TU6	Q12TU6
Q3IYH0	Q3IYH0
A5CCC1	A5CCC1
B1LAB2	B1LAB2
B1LAB2	A5IL32
A9RAG3	A9RAG3
P48904	P48904
Q33819	Q33819
P24895	P24895
P03904	P03904
O21047	O21047
Q2I3G4	Q2I3G4
Q2I3G4	O78756
Q2I3G4	Q00542
Q2I3G4	P24978
Q2I3G4	O03205
Q2I3G4	P48921
Q2I3G4	P48656
B0FWD6	B0FWD6
O03175	O03175
Q2V8X7	Q2V8X7
Q4KBL2	Q4KBL2
A5EL79	A5EL79
A5EL79	Q135C1
F9UST0	F9UST0
G3KIM4	G3KIM4
B2ATB0	B2ATB0
B9E9F9	B9E9F9
A8ES07	A8ES07
B8E2W9	B8E2W9
B8E2W9	B5YEF4
A1R6V4	A1R6V4
A1R6V4	A0JX36
P05645	P05645
Q5FUG5	Q5FUG5
Q65VS0	Q65VS0
Q15QR2	Q15QR2
A8FP32	A8FP32
A8FP32	A7H664
A8FP32	A1W1W9
A8FP32	Q5HS79
A1RVI0	A1RVI0
A1RVI0	A3MWK3
A1RVI0	B1YDA5
B8FIX5	B8FIX5
B0SPA2	B0SPA2
B0SPA2	B0SFV4
P0DOW5	P0DOW5
Q1WSX7	Q1WSX7
Q03GY4	Q03GY4
P11543	P11543
P11543	P21764
P11543	P31838
P11543	P49012
P11543	P06181
P65289	P65289
P65289	Q5HCM7
P65289	P65288
A5V2U6	A5V2U6
A5V2U6	Q2NAD7
C0RLB0	C0RLB0
C0RLB0	Q2YKK8
C0RLB0	A1B3D5
C0RLB0	A8LRT6
C0RLB0	A3PH28
C0RLB0	A4WQA7
C0RLB0	Q28SZ3
C0RLB0	Q2K833
C0RLB0	B3PP01
C0RLB0	A6U899
Q5HAP4	Q5HAP4
Q5HAP4	Q5FFZ7
Q2Y7I8	Q2Y7I8
B2UE02	B2UE02
P61038	P61038
Q09769	Q09769
Q0RPW3	Q0RPW3
Q2YKK7	Q2YKK7
Q2YKK7	B2SB67
Q2YKK7	Q577Y7
Q2YKK7	A9MBM8
Q2YKK7	A9WYQ7
I1REU9	I1REU9
Q5BEI9	Q5BEI9
C4K437	C4K437
F4IF99	F4IF99
Q39T49	Q39T49
Q21HI5	Q21HI5
A9BUL2	A9BUL2
A9BUL2	C5CNG0
A9BUL2	Q21SY0
B9L6E8	B9L6E8
Q3SMZ4	Q3SMZ4
Q3ARF9	Q3ARF9
Q21HI2	Q21HI2
B3PHJ5	B3PHJ5
A4SL68	A4SL68
A4SL68	A0KLY1
A1BDV6	A1BDV6
A6T172	A6T172
P76445	P76445
B9L8Q2	B9L8Q2
C3PDH0	C3PDH0
C3PDH0	A9VN01
C3PDH0	B7HBI0
C3PDH0	B7HUS8
B0RHB0	B0RHB0
O27389	O27389
P0CQ87	P0CQ87
O65354	O65354
P16453	P16453
P16453	P23738
P16453	P19113
P09057	P09057
P09057	P11926
P09057	P00860
A0JYN1	A0JYN1
O84752	O84752
O84752	Q3KKU6
A3DGS7	A3DGS7
Q1CTD3	Q1CTD3
Q1CTD3	B2UT94
Q1CTD3	P56191
Q1CTD3	Q17XZ1
C6C0B2	C6C0B2
B1XT11	B1XT11
B1XT11	A4SV76
B3E3X9	B3E3X9
B3EE19	B3EE19
Q2GE16	Q2GE16
B0KA11	B0KA11
Q0II71	Q0II71
B9DKM0	B9DKM0
B9DKM0	A7WXA5
B9DKM0	Q2G227
B9DKM0	B9E8I3
B9DKM0	P63925
B9DKM0	P99100
B9DKM0	Q5HM86
B9DKM0	Q49Z82
A9NG35	A9NG35
B0JK91	B0JK91
Q2SHN2	Q2SHN2
P51106	P51106
P51106	P51108
Q13574	Q13574
Q13574	O08560
A0A080WMA9	A0A080WMA9
A0A080WMA9	A0A179UL48
Q48303	Q48303
P14657	P14657
P14657	P00370
Q29608	Q29608
Q29608	P28845
Q29608	P51975
P0DXC5	P0DXC5
P16099	P16099
P39976	P39976
P09624	P09624
Q54MH8	Q54MH8
G0FUS0	G0FUS0
Q2IU52	Q2IU52
B7JXS8	B7JXS8
B1ZWH2	B1ZWH2
Q64TM7	Q64TM7
Q64TM7	Q5LCI0
A8FL10	A8FL10
A8FL10	A1VYU6
A8FL10	A7H3U4
A8FL10	Q0PAT1
A5N2X7	A5N2X7
A5N2X7	B9DWM9
A5FE87	A5FE87
B0SA75	B0SA75
Q3ITK1	Q3ITK1
A9WTZ3	A9WTZ3
A9WTZ3	B8HFJ3
A9WTZ3	A0JUH2
B9K734	B9K734
Q556G4	Q556G4
Q59024	Q59024
Q59024	A9A8R5
Q59024	A6VI14
Q59024	A4G0G9
O59572	O59572
Q5ZHX9	Q5ZHX9
Q5ZHX9	Q5NCQ5
Q5ZHX9	Q3SYT1
Q5ZHX9	A0A8C2MDK8
P12531	P12531
A5EK22	A5EK22
B3R3W5	B3R3W5
B3R3W5	Q0KCT2
B3R3W5	Q473U5
A1SWS5	A1SWS5
P52270	P52270
Q09541	Q09541
B9RXW0	B9RXW0
O66780	O66780
P33904	P33904
P39795	P39795
O95361	O95361
Q5UYV8	Q5UYV8
B0R434	B0R434
B0R434	Q18HD7
A2E5K9	A2E5K9
A8MIM4	A8MIM4
Q5X7R0	Q5X7R0
Q5X7R0	A5IHB4
Q5X7R0	Q5ZY91
Q2YCZ3	Q2YCZ3
B0V8J1	B0V8J1
B0V8J1	B0VQ58
A9KEE9	A9KEE9
Q48LV8	Q48LV8
Q48LV8	Q1I5Z0
Q48LV8	C3K1G9
Q48LV8	Q3KHJ2
Q48LV8	Q4ZWY7
Q48LV8	Q02RL6
Q5SID2	Q5SID2
Q11RK8	Q11RK8
Q0HRP2	Q0HRP2
Q0HRP2	A0L0I8
Q0HRP2	Q0HM44
B9E152	B9E152
B0UKV2	B0UKV2
B0UKV2	A8HQ60
B0UKV2	A9VWE9
Q01NI9	Q01NI9
B8I9V8	B8I9V8
B8I9V8	B2IF48
B8I9V8	A4YJI6
B8I9V8	B6JCP2
B8I9V8	Q07UH1
B8I9V8	Q13EQ2
B8I9V8	Q28LA6
B8I9V8	Q161H9
B8I9V8	Q1GK77
B8I9V8	B4RCL0
B8I9V8	Q48QG6
B8I9V8	P07345
B8I9V8	A5VWL3
B8I9V8	P11080
B8I9V8	B1J4B1
B8I9V8	P34817
B8I9V8	A5FY57
B8I9V8	Q2G8S7
B8I9V8	Q11KK9
B8I9V8	A6UEI1
B8I9V8	B3PVV2
B8I9V8	B5ZV70
B5ERI2	B5ERI2
P46451	P46451
Q06121	Q06121
Q5NQ36	Q5NQ36
C3PKY4	C3PKY4
B8EJS2	B8EJS2
A2C1X5	A2C1X5
C5BPA3	C5BPA3
P20463	P20463
P50857	P50857
Q02002	Q02002
Q4KEZ9	Q4KEZ9
Q4KEZ9	B1J538
Q4KEZ9	Q4ZVW1
Q4KEZ9	C1DQD4
Q4KEZ9	A4VKF4
Q4KEZ9	Q48L25
Q4KEZ9	Q3KF16
Q4KEZ9	B0KF94
Q4KEZ9	Q02PS6
Q4KEZ9	B7VBQ7
P32069	P32069
B3R117	B3R117
B3R117	Q0K8H3
B3R117	Q46YW3
B0R6V1	B0R6V1
Q2SRI4	Q2SRI4
A4WHI1	A4WHI1
B9K8Q0	B9K8Q0
B9K8Q0	B1LB83
Q636L6	Q636L6
A5N845	A5N845
Q3J9B8	Q3J9B8
Q3A4A3	Q3A4A3
Q487E7	Q487E7
Q3IMF3	Q3IMF3
P42279	P42279
A5UHE9	A5UHE9
B2I8S9	B2I8S9
A1A1Q5	A1A1Q5
Q5L5V3	Q5L5V3
A7HX10	A7HX10
A7HX10	Q2RPG0
A7HX10	B6IN31
A7HX10	Q2W156
A7HX10	Q577Z8
A7HX10	A5VUT1
A7HX10	A9WYR8
A7HX10	Q07L79
A7HX10	P65612
A7HX10	Q135I5
A7HX10	B3Q9X4
A7HX10	B9JVI4
A7HX10	Q1QL23
A7HX10	A1UT24
A7HX10	Q11IM0
A7HX10	B3PW37
A7HX10	Q2K9P5
A7HX10	C3MA97
A7HX10	A7IMA0
A7HX10	B7KW98
A7HX10	B5ZYQ2
A7HX10	A5EKQ8
A7HX10	Q2YKL8
A7HX10	A3PN48
A7HX10	Q28KE3
A7HX10	Q163C5
A7HX10	Q3IZ49
A7HX10	B9KNE8
A9GWW0	A9GWW0
Q18C47	Q18C47
Q38X26	Q38X26
Q2KCZ6	Q2KCZ6
Q2KCZ6	B9JQV9
Q2KCZ6	A6U5N6
Q2KCZ6	B3Q0A1
Q2KCZ6	Q1MM16
P74438	P74438
P74438	B0CF78
P74438	B1XI96
B7J5Q1	B7J5Q1
A5UEP8	A5UEP8
A5UEP8	Q65TR8
A5UEP8	A6VP48
Q2Y5H8	Q2Y5H8
B8IT23	B8IT23
B8IT23	B7KVD0
P42719	P42719
P42719	B9JQW1
P42719	C3MF81
Q4FRL9	Q4FRL9
Q3AFT7	Q3AFT7
Q3AFT7	B8I598
Q3AFT7	A3DGR3
Q3AFT7	Q0SQX5
B8ZRH6	B8ZRH6
B8ZRH6	A3Q0R1
B8ZRH6	P9WHK7
B8ZRH6	C1ASX9
B8ZRH6	P0A5U3
B8ZRH6	A1KJB5
B8ZRH6	C1ANX1
B8ZRH6	P53529
B8ZRH6	A4QE10
B8ZRH6	C4LIF4
Q4JAK8	Q4JAK8
Q3ZY75	Q3ZY75
A0A1Y1C7Q5	A0A1Y1C7Q5
B0T8H5	B0T8H5
Q3SH62	Q3SH62
A5ULR3	A5ULR3
O57836	O57836
O57836	Q5JHU5
Q0AQT4	Q0AQT4
A5GPV1	A5GPV1
P35295	P35295
P24498	P24498
Q1J3P2	Q1J3P2
I6XFS7	I6XFS7
P93479	P93479
D2HWM5	D2HWM5
A2QG68	A2QG68
P92939	P92939
P42125	P42125
P42125	P23965
B0R8C3	B0R8C3
B0R8C3	Q18EY5
B0R8C3	P16018
A2QBQ3	A2QBQ3
B9KBS2	B9KBS2
Q032H8	Q032H8
Q032H8	O52191
Q4A8B5	Q4A8B5
Q4A8B5	Q601S2
Q42971	Q42971
Q42971	Q43321
Q42971	P26300
Q1GVS8	Q1GVS8
Q1GVS8	Q2NAQ1
Q1GVS8	Q0C0R3
Q1GVS8	A1B9D2
Q1GVS8	Q5LQL4
Q1GVS8	Q28RE8
Q1GVS8	Q3J3H9
Q1GVS8	A4WR18
Q1GVS8	A8LQL4
Q1GVS8	B9KQU4
Q1GVS8	B6IQ30
Q1GVS8	Q164E3
Q1GVS8	B1LZU6
Q1GVS8	B7KRB4
Q1GVS8	B6JFY2
Q1GVS8	B4RBW1
Q1GVS8	B0SYX8
Q1GVS8	A9HJ75
Q1GVS8	A4YVC0
Q1GVS8	Q3SRK4
Q1GVS8	B3Q6L0
Q1GVS8	C0RJA3
Q1GVS8	A5VQQ7
Q1GVS8	B0CGT2
Q1GVS8	A9IS50
Q1GVS8	B9JEY7
Q1GVS8	Q2YPV0
Q1GVS8	A6X0L8
Q1GVS8	Q57D07
Q1GVS8	B9JW75
Q1GVS8	A9M5E5
Q1GVS8	Q0APT2
P06802	P06802
P58600	P58600
P58600	P52641
Q5B3W7	Q5B3W7
Q5B3W7	Q4WWN2
P25340	P25340
O14144	O14144
A1VY44	A1VY44
A1VY44	A7H544
Q2SCJ1	Q2SCJ1
B5FBG8	B5FBG8
P33696	P33696
Q3IFQ5	Q3IFQ5
Q3IFQ5	Q15ZB4
Q21L89	Q21L89
O34340	O34340
A9KEA1	A9KEA1
A9KEA1	B6J1I6
A8I489	A8I489
B9KDS7	B9KDS7
B9KDS7	A8FK62
Q39152	Q39152
P9WNP7	P9WNP7
P9WNP7	P9WNP6
A5DE68	A5DE68
B1WQ07	B1WQ07
B1WQ07	B0JKN5
B1WQ07	Q2JWU7
A9ES55	A9ES55
B1MX70	B1MX70
I1KEV6	I1KEV6
I1KEV6	A0A0G4DBR5
P0C1J3	P0C1J3
P0C1J3	Q4WLV6
O74475	O74475
P17635	P17635
P17635	Q28505
A6QCJ0	A6QCJ0
A0R152	A0R152
Q1R019	Q1R019
B8DHN2	B8DHN2
B8DHN2	A0AI76
Q2GD69	Q2GD69
A1RU36	A1RU36
A7Z7F1	A7Z7F1
A7Z7F1	P94541
A0KIK4	A0KIK4
A9KGQ0	A9KGQ0
A9KGQ0	B6J5V1
A9KGQ0	B6J1Y7
Q55801	Q55801
O26119	O26119
Q58372	Q58372
A7ZAW4	A7ZAW4
A7ZAW4	P25814
A7ZAW4	A8FJG3
C3PL13	C3PL13
A1WWE2	A1WWE2
Q0AE58	Q0AE58
A8LXK4	A8LXK4
A8LXK4	A4XDK4
B1AJP4	B1AJP4
A5EV74	A5EV74
Q1GWJ5	Q1GWJ5
Q1GWJ5	A5V3R9
P00684	P00684
Q031A3	Q031A3
Q28021	Q28021
Q28021	M3TYT0
P95598	P95598
Q42877	Q42877
Q5JH26	Q5JH26
B0R4B1	B0R4B1
A9A9U9	A9A9U9
A9A9U9	P14247
Q2G5B0	Q2G5B0
Q30TS3	Q30TS3
O67762	O67762
P56299	P56299
A1AX75	A1AX75
Q3YST4	Q3YST4
Q3YST4	Q5FFD8
Q3YST4	Q5PBG3
A5CW24	A5CW24
B8DTW7	B8DTW7
B8DTW7	A1A0T8
B8DTW7	B7GUQ0
B2V4A8	B2V4A8
B2V4A8	A6LSJ4
P38278	P38278
O05151	O05151
B3PL52	B3PL52
Q1MIV1	Q1MIV1
Q1MIV1	B5ZX28
Q1MIV1	A6U7N6
Q1MIV1	Q2KA31
O26957	O26957
P51853	P51853
Q2UNA2	Q2UNA2
O81346	O81346
C7S340	C7S340
P58329	P58329
B1XBG3	B1XBG3
B1XBG3	A7ZVY8
B1XBG3	B6HYY9
B1XBG3	Q57TI9
B1XBG3	B5R1R1
B1XBG3	B5RGA5
B1XBG3	Q5PIK9
B1XBG3	B5BL56
B1XBG3	P59394
B1XBG3	A7ZHC9
B1XBG3	B7L4G1
B1XBG3	B7M0D5
B1XBG3	C4ZPW4
A6NHC0	A6NHC0
Q04D35	Q04D35
P43920	P43920
P43920	Q0I371
P43920	B0UUJ3
P43920	A3MZ57
P43920	Q4QL71
P43920	A5UCN0
P0DTE9	P0DTE9
A4SXM1	A4SXM1
A9VTC6	A9VTC6
A9VTC6	B1HQC1
A9VTC6	C3P656
A9VTC6	C3L740
A9VTC6	A0RHQ8
A9VTC6	B7JJX3
A9VTC6	B9IVW3
A9VTC6	A7X1F4
A9VTC6	Q2FHN5
A9VTC6	A5IS88
A9VTC6	Q2YXG5
A9VTC6	Q5HGM9
A9VTC6	P58940
A9VTC6	B9EB69
A9VTC6	B9DPN2
A9VTC6	Q5HPY8
A9VTC6	Q4L5Q5
A9VTC6	C1KWD4
O27077	O27077
O27077	A5UKG5
P29452	P29452
O33946	O33946
P43235	P43235
P43235	P61276
P43235	P55097
P43235	P43236
P43235	O35186
P43235	Q5E968
B0Y793	B0Y793
B0Y793	Q4WNA2
B0Y793	A1DMA5
B0Y793	B8N7G5
B0Y793	A2QPG2
B0Y793	Q0CRF7
B0Y793	Q5B2Q4
B0Y793	B0Y8K2
B0Y793	A1CU44
Q57CK0	Q57CK0
Q57CK0	A9M5W0
Q57CK0	A6X049
P73423	P73423
Q5AP53	Q5AP53
P42787	P42787
P45481	P45481
B7GHS8	B7GHS8
Q3IZ91	Q3IZ91
P29959	P29959
Q5B323	Q5B323
Q2NUD2	Q2NUD2
Q3UMM4	Q3UMM4
Q3UMM4	Q2TBL8
P23573	P23573
A2X6X1	A2X6X1
Q0W6Q1	Q0W6Q1
G4N5V2	G4N5V2
P61819	P61819
Q58DW2	Q58DW2
Q58DW2	P32929
Q58DW2	P18757
A4QBU0	A4QBU0
A4QBU0	Q4JTF2
Q49374	Q49374
Q49374	Q49375
Q49374	Q49594
Q49374	Q50270
Q49374	Q50271
Q49374	Q50826
Q49374	Q50827
Q49374	Q48884
Q49374	Q49155
A4TL15	A4TL15
A4TL15	B1JR86
A4TL15	Q1C596
A4TL15	A9R3W4
A4TL15	Q1CKI2
Q44737	Q44737
Q1IQS9	Q1IQS9
Q2FMT0	Q2FMT0
P46876	P46876
O24658	O24658
Q13231	Q13231
Q33093	Q33093
C7GQ65	C7GQ65
C7GQ65	B5VJA0
C7GQ65	P05374
H6C7U6	H6C7U6
P30078	P30078
P0DI77	P0DI77
P77390	P77390
Q48TH6	Q48TH6
Q48TH6	P0DA31
Q48TH6	B5XLM1
Q48TH6	P0DA30
Q48TH6	Q5XC41
Q48TH6	Q1JGR7
Q48TH6	Q1J6I6
Q48TH6	A2REF2
P32756	P32756
Q5L6P3	Q5L6P3
Q5L6P3	Q253I5
Q2RZ59	Q2RZ59
Q2KHU4	Q2KHU4
Q55CW2	Q55CW2
Q0VRM0	Q0VRM0
Q44004	Q44004
P43468	P43468
G4V4G6	G4V4G6
B7J185	B7J185
B7J185	Q0SP11
B4RKY2	B4RKY2
B4RKY2	A9M0X2
B4RKY2	Q5F807
A8FN57	A8FN57
A8FN57	A7H1W2
A8FN57	A1W0Z5
A8FN57	Q5HT33
A5VXT7	A5VXT7
A5VXT7	A6VCR3
A5VXT7	Q1IFP3
Q1QUL6	Q1QUL6
Q2Y8V8	Q2Y8V8
B0TKD7	B0TKD7
B0TKD7	A0L1Z0
B0TKD7	A3Q9I6
B0TKD7	Q0HE08
B0TKD7	B8E8D7
Q1RF31	Q1RF31
Q1RF31	B7LJH5
Q1RF31	B5EYB4
Q1RF31	A9MLB3
Q1RF31	Q57S51
Q1RF31	B5FLM4
Q1RF31	B4SXL9
Q1RF31	Q5PCH1
Q1RF31	A9MW55
Q1RF31	B5BD19
Q1RF31	B7ME26
Q1RF31	B7L7D0
Q1RF31	B7MQL5
Q1RF31	B7M4K7
Q1RF31	C4ZUV3
Q1RF31	Q0T790
Q1RF31	Q0TKD8
Q1RF31	P33667
Q1RF31	B6I0F4
Q1RF31	B1LKC2
Q5M954	Q5M954
A4G865	A4G865
P33330	P33330
B5FW36	B5FW36
B5FW36	A9X1D0
B5FW36	B2KI88
B5FW36	B7ZUF3
B5FW36	E2RBS6
Q11203	Q11203
A0A0J9UVG7	A0A0J9UVG7
O25748	O25748
Q5KQI6	Q5KQI6
P29428	P29428
P22302	P22302
Q65HU3	Q65HU3
Q65HU3	A9VFH8
Q65HU3	P10728
Q65HU3	C3P7L0
Q65HU3	C3LIU0
Q65HU3	A0RI78
Q65HU3	B7IWI6
Q65HU3	B7H965
Q65HU3	B7HN53
Q65HU3	A7GS97
Q65HU3	B9IWT7
Q65HU3	P35148
A3LX02	A3LX02
Q0SVK9	Q0SVK9
Q0SVK9	B2V2S2
Q0SVK9	B2TML8
Q3BYB2	Q3BYB2
Q3BYB2	Q2NYE0
Q3BYB2	B2IAF0
Q3BYB2	B4SLE4
A9VJP4	A9VJP4
A9VJP4	C4L466
A9VJP4	Q5WEH1
A9VJP4	A7GTM8
A9VJP4	O34426
A9VJP4	Q65G98
A9VJP4	Q5KWC6
A9VJP4	B7GGU7
A5IJD2	A5IJD2
A5IJD2	B1L8F1
A5IJD2	B7ICX1
O42816	O42816
D1KF50	D1KF50
P0CS77	P0CS77
P0DMN0	P0DMN0
P0DMN0	Q29476
P0DMN0	P52846
P0DMN0	P17988
P0DMN0	P50226
P0DMN0	P0DMM9
B5VNQ3	B5VNQ3
B5VNQ3	A7A1P0
B5VNQ3	P23561
P71317	P71317
Q13043	Q13043
Q13043	A4K2Q5
Q13043	A4K2P5
Q13043	O54748
Q54NM9	Q54NM9
A8ZRW7	A8ZRW7
Q4FP29	Q4FP29
Q07116	Q07116
Q5LQ08	Q5LQ08
Q10LP5	Q10LP5
Q10LP5	Q41607
Q10LP5	O65026
Q10LP5	P13708
Q10LP5	Q01390
Q10LP5	P49035
Q10LP5	P04712
Q10LP5	P31923
Q10LP5	P49036
Q10LP5	P30298
Q10LP5	P49039
Q10LP5	Q43009
Q4P328	Q4P328
A8A3H4	A8A3H4
A8A3H4	A1AEN7
A8A3H4	B1IUY2
A8A3H4	P00957
A8A3H4	A6TCV9
A8A3H4	A1JK09
A8A3H4	B2K5X9
A8A3H4	Q1CLK9
A8A3H4	Q66E68
A8A3H4	A9MFZ1
A8A3H4	Q57KU6
A8A3H4	Q5PF17
A8A3H4	A8ANQ1
A8A3H4	A7MJ41
A8A3H4	B2U049
A8A3H4	Q0T1C3
A8A3H4	Q3YYG6
A8A3H4	B1XCM5
B0UTE1	B0UTE1
B0UTE1	B3H177
B0UTE1	B0BNS8
B0UTE1	Q4QM86
B0UTE1	A6VKD6
B0UTE1	A5UDR0
B0UTE1	A5UHW6
B0UTE1	P43815
B0UTE1	Q0I426
A8GQ73	A8GQ73
A8GQ73	B0BVK9
Q2YT60	Q2YT60
Q2YT60	P67011
Q2YT60	Q5HNT2
Q2YT60	Q4L6W5
Q2YT60	Q49Y56
Q2YT60	A7X328
Q2YT60	Q2FXV9
A5F9B7	A5F9B7
A5F9B7	A7MYT5
A7H447	A7H447
B8E391	B8E391
P0ACE1	P0ACE1
P0ACE1	P0ACE0
P0ACE1	P0ACE2
Q02251	Q02251
Q0W8U9	Q0W8U9
Q54CP4	Q54CP4
P40925	P40925
P40925	P11708
P40925	Q3T145
P40925	Q5ZME2
O08349	O08349
B0T6C1	B0T6C1
B0T6C1	B8GVT2
B0T6C1	Q0AKT3
Q5ZT13	Q5ZT13
Q5ZT13	Q5X2T6
B2J5F8	B2J5F8
Q1AWH4	Q1AWH4
Q5GT41	Q5GT41
P9WIP2	P9WIP2
P9WIP2	O07134
A9N5A5	A9N5A5
A9N5A5	A9MJB9
A9N5A5	C0Q062
A9N5A5	B4TPI9
A9N5A5	P58485
A9N5A5	P58486
A9N5A5	B2TW47
A9N5A5	B7UFS4
A9N5A5	B7MG29
A9N5A5	P58484
A9N5A5	B7NNU1
A9N5A5	B7MXE4
A9N5A5	A8A2C9
A9N5A5	Q0TFI0
A9N5A5	P29208
A9N5A5	B6I7K5
A9N5A5	B1LLL6
A9N5A5	Q1R9F3
A9N5A5	B5XNX3
A9N5A5	A4WCP6
A7NF26	A7NF26
P30342	P30342
A0A1D3PDD4	A0A1D3PDD4
P80877	P80877
P80877	A8FCD2
A1A0T9	A1A0T9
A1A0T9	B8DTW8
A1A0T9	B7GUQ1
A1A0T9	B3DRM6
Q21XK2	Q21XK2
Q21XK2	Q12B04
Q1DDP4	Q1DDP4
P57715	P57715
Q60358	Q60358
J9PY59	J9PY59
C8CP46	C8CP46
B1XBJ6	B1XBJ6
B1XBJ6	B7N8Q6
B1XBJ6	B6HZX5
Q39ZX2	Q39ZX2
A8IAX3	A8IAX3
Q1LJ94	Q1LJ94
Q1LJ94	Q0K776
Q1LJ94	Q46XK2
Q1LJ94	B2UBL0
Q1LJ94	B4EDH3
Q1LJ94	A9AGA7
Q1LJ94	A3MN86
Q1LJ94	Q62HE6
Q1LJ94	A1V0V9
Q1LJ94	Q1BYW1
Q1LJ94	A3NYW4
Q1LJ94	B1YTV7
Q1LJ94	A0K4U0
Q1LJ94	B2JGD1
Q1LJ94	Q0BI05
Q1LJ94	B2T068
Q1LJ94	Q39JB5
C6BXG0	C6BXG0
A5D2K7	A5D2K7
A9IMW7	A9IMW7
A9IMW7	A1UU39
A5CSL5	A5CSL5
A5CSL5	A9WQ47
A5CSL5	A1R550
A5CSL5	A6W848
A8Z642	A8Z642
Q0AF59	Q0AF59
A7X1T3	A7X1T3
A7X1T3	A6U1B1
A7X1T3	A5ISH6
A7X1T3	Q2YXS2
A7X1T3	Q5HGD9
A7X1T3	Q49X85
O08911	O08911
Q63341	Q63341
Q63341	P34960
Q64ZW2	Q64ZW2
Q2NIM9	Q2NIM9
A7ZEK1	A7ZEK1
A8Z5W4	A8Z5W4
A9BIS3	A9BIS3
B5ZBP8	B5ZBP8
B5ZBP8	B1AJ41
A0LVG0	A0LVG0
Q5JHN5	Q5JHN5
A7Z200	A7Z200
A7Z200	O05520
A7Z200	Q65N05
A4J6S4	A4J6S4
B2GCM0	B2GCM0
Q0I1I3	Q0I1I3
P54261	P54261
O75343	O75343
O75343	P22717
Q465Z7	Q465Z7
Q48481	Q48481
A5GKI7	A5GKI7
A5GKI7	A2CAW5
A5GKI7	A9BAW0
A5GKI7	A2BVS2
A5GKI7	Q31BS5
A5GKI7	A5GT38
A5GKI7	Q46LU1
A5GKI7	Q0I9Y8
A5GKI7	Q3AVF9
