P21215	P21215
A6W614	B1LFS3
A6W614	A9M4B1
A6W614	Q32BG2
A6W614	C1F510
A6W614	Q0T0B0
A6W614	A6VN06
A6W614	B1Z0E2
A6W614	Q3YX68
A6W614	B4EM48
A6W614	Q0B4C4
A6W614	Q01Y56
A6W614	Q392V6
A6W614	B7LR40
A6W614	Q65SH4
A6W614	Q62EQ4
A6W614	A3NQI1
A6W614	C5CUG9
A6W614	A3N4T7
A6W614	B2JP23
A6W614	Q2T1W2
A6W614	P57877
A6W614	A4JLD9
A6W614	P55744
A6W614	Q07VN9
A6W614	A2SK99
A6W614	A1VL71
A6W614	Q13D88
A6W614	Q4QJM0
A6W614	B3Q9D3
A6W614	A1JTL6
A6W614	A9BM60
A6W614	A5UFF8
A6W614	Q12D55
A6W614	A7FJE9
A6W614	P44315
A6W614	Q1CGZ2
A6W614	A4TKI3
A6W614	P0C1A1
A6W614	Q0I4M1
A6W614	Q66C31
A6W614	B0UW58
A6W614	B1JPT9
A6W614	B5QZW1
F4JIK2	F4JIK2
P0CP71	P0CP71
P0C041	P0C041
A1A4J6	A1A4J6
A1A4J6	D4ABB8
A1A4J6	O43861
A1A4J6	G5EBH1
A1A4J6	O70228
Q04T56	Q04T56
P91134	P91134
A7LBL2	A7LBL2
A7LBL2	A4HVP7
A7LBL2	Q4DLT6
Q5HH19	Q5HH19
Q5HH19	Q49WI9
D3V9Q4	D3V9Q4
A0A1C5G2V9	A0A1C5G2V9
Q5QX65	Q5QX65
Q5QX65	B6J754
Q5QX65	B6J0A5
Q5QX65	A9KCF2
Q5QX65	A3QDX8
Q5QX65	C0PVS5
Q5QX65	Q66CG4
Q5QX65	A6VP48
Q5QX65	A0KKK9
Q5QX65	A8GCK4
Q5QX65	A4SME2
Q5QX65	A1S5Z4
Q5QX65	A8AID4
Q5QX65	A3D5B9
Q5QX65	A6T739
Q5QX65	A9L4D0
Q5QX65	B4EVC3
Q5QX65	A8H3X8
Q5QX65	A0KW50
Q5QX65	A7MEW0
Q5QX65	Q65TR8
Q5QX65	A8FW61
Q5QX65	Q0HVV6
Q5QX65	A1RJ06
Q5QX65	B1KDM8
Q5QX65	Q32HW1
Q5QX65	Q2NU82
Q5QX65	Q1LT62
Q5QX65	A7ZK49
Q5QX65	P0A7E2
Q5QX65	B7NM29
Q5QX65	B7MS56
Q5QX65	B7M874
Q5QX65	B1X8P9
Q5QX65	A7ZYP7
Q5QX65	Q0TJB6
Q5QX65	B1LJR7
Q5QX65	Q1RDR9
Q5QX65	C5BD71
Q5QX65	B5FQY8
Q5QX65	B4TDY5
Q5QX65	B4T1Y8
Q5QX65	Q5PGE0
Q5QX65	A9N6Y4
Q5QX65	B2JYR8
Q5QX65	Q5ZUH7
Q5QX65	A5ICX8
Q5QX65	Q5P1A9
Q5QX65	Q3KFC7
Q5QX65	B1J5B5
Q5QX65	Q3IGZ1
Q5QX65	Q609J2
Q5QX65	C1DDY1
Q5QX65	A4VM41
Q5QX65	B7GZW7
Q5QX65	B2HUT6
Q5QX65	Q5F605
Q5QX65	B0VKB8
Q5QX65	A1KRQ4
Q5QX65	B8F848
Q5QX65	Q0AIB4
Q5QX65	A5UEP8
Q5QX65	Q2Y5H8
Q5QX65	A4SWU5
Q5QX65	Q1QBS1
Q5QX65	Q4FS74
Q5QX65	A5EV79
Q5QX65	A2SHQ5
Q5QX65	Q0KBT4
Q5QX65	A9I8M0
Q5QX65	A1VQJ1
Q5QX65	Q129L9
Q5QX65	B1Y3C1
Q5QX65	A6VW35
Q5QX65	Q5E5B6
Q5QX65	B5FE17
Q5QX65	Q0A8M5
Q5QX65	Q4KFI7
Q5QX65	A1TZG0
Q5QX65	Q21JW9
Q5QX65	B7VNK9
Q5QX65	A7N0L2
Q5QX65	B3PIL8
Q5QX65	A9BWU2
Q5QX65	B9MIU2
Q5QX65	P57443
Q5QX65	A1SX25
Q5QX65	B4E8N4
Q5QX65	B0BP55
Q5QX65	Q39GX5
Q5QX65	A2S374
Q5QX65	A3N925
Q5QX65	Q2SVL9
Q5QX65	A3N0D6
Q5QX65	A6T106
Q5QX65	B2UNA2
Q5QX65	Q3BUJ7
Q5QX65	B4STK4
Q5QX65	B0RTS3
Q5QX65	A1WTJ3
A7ZGD3	A7ZGD3
A7ZGD3	A0RRR2
A7ZGD3	A7HZX7
A7ZGD3	A8FK23
A7ZGD3	A7H1T2
A7ZGD3	Q5HWM9
A7ZGD3	B9KE25
A7ZGD3	B5Z8Q2
A7ZGD3	Q1CS04
A7ZGD3	B2UV21
P43903	P43903
B0S1J2	B0S1J2
B0S1J2	Q2FG87
B0S1J2	Q2FXT5
B0S1J2	Q5HFC3
B0S1J2	A6QHI2
B0S1J2	P65950
B0S1J2	A8Z2G8
B0S1J2	P65952
B0S1J2	Q4L6Y5
B0S1J2	A5I6F0
B0S1J2	C3KTD1
B0S1J2	A7GHT7
B0S1J2	B1L0B1
B0S1J2	A9KK69
B0S1J2	Q5M0W1
B0S1J2	B8DHL7
B0S1J2	Q1JL45
B0S1J2	Q1JG69
B0S1J2	Q1J5Y6
B0S1J2	B1ICL6
B0S1J2	Q48SR6
B0S1J2	P0DD77
B0S1J2	B5XM46
B0S1J2	A2RJR5
B0S1J2	C1KVH8
B0S1J2	A6LTM8
B0S1J2	B2TMZ3
B0S1J2	Q0TP14
B0S1J2	Q0SRN4
B0S1J2	A4J540
B0S1J2	B0K958
B0S1J2	Q634C6
B0S1J2	Q65GP8
B0S1J2	A9VIP4
B0S1J2	A8FFR0
B0S1J2	A7Z767
B0S1J2	C1FKG0
B0S1J2	A4IRB0
B0S1J2	C3L6U7
B0S1J2	Q5WHR3
B0S1J2	C1ESW2
B0S1J2	B7HE52
B0S1J2	B9IYZ2
B0S1J2	Q5NFL9
B0S1J2	Q0BMK6
B0S1J2	Q2RHU2
B0S1J2	B2A5L1
B0S1J2	B8FQV3
B0S1J2	C0ZAN8
B0S1J2	Q38YQ8
B0S1J2	Q03ER1
B0S1J2	Q03R37
B0S1J2	Q3ABY6
B0S1J2	B0TF76
P58027	P58027
P58027	Q5RE60
P58027	P21396
P58027	P58028
P58027	P27338
P58027	Q5RE98
P56380	P56380
P56380	Q29RJ1
P56380	P50583
A7N0G6	A7N0G6
A7N0G6	C4L9L6
A7N0G6	A5UH58
A7N0G6	P44751
A7N0G6	Q0I5C4
A7N0G6	A3N0C2
A7N0G6	B0BP40
A7N0G6	A6VMA9
A7N0G6	B0URM8
A7N0G6	A1JJF2
A7N0G6	Q1RGE8
A7N0G6	Q2NVX8
A7N0G6	B2VGQ8
A7N0G6	B7LVU3
A7N0G6	B2K485
A7N0G6	A9QZZ2
A7N0G6	B1JKY5
A7N0G6	Q1LSS3
A7N0G6	C6DEY8
A7N0G6	B5F769
A7N0G6	B5FI32
A7N0G6	B7UI97
A7N0G6	B5R1S6
A7N0G6	B7MAH4
A7N0G6	B4TJ45
A7N0G6	B7L4H2
A7N0G6	B5BL25
A7N0G6	B5YZ87
A7N0G6	A8G9N8
A7N0G6	B7MNQ8
A7N0G6	C4ZPX5
A7N0G6	A7ZW01
A7N0G6	P05637
A7N0G6	B2U257
A7N0G6	B6HZ30
A7N0G6	Q32K45
A7N0G6	B1LFY5
A7N0G6	Q0T8E6
A7N0G6	Q5E866
A7N0G6	B6EL47
A7N0G6	A1STS0
O28847	O28847
Q08702	Q08702
H3ZPU1	H3ZPU1
H3ZPU1	O58489
C1D141	C1D141
C1D141	Q1IXY5
C1D141	A6U7T4
C1D141	C3MA29
C1D141	Q57DW4
C1D141	A9MAG5
C1D141	C0RIC3
C1D141	A5VPX1
C1D141	P59314
C1D141	B3PVH2
C1D141	B8H555
C1D141	B1K264
C1D141	B4EG04
C1D141	P59308
P74535	P74535
B9LFL8	B9LFL8
B9LFL8	A9WBA4
B9LFL8	B8GC95
B9LFL8	Q2S4R9
B9LFL8	A7NJA5
Q5KXU5	Q5KXU5
Q5KXU5	C5D3E0
Q5KXU5	B9IVN9
Q5KXU5	C3P5A4
Q5KXU5	B7JH02
Q5KXU5	Q63DL5
Q5KXU5	A9VMC6
Q5KXU5	Q65I29
Q5KXU5	A8FEK4
A0LLU8	A0LLU8
Q2NGK8	Q2NGK8
Q2NGK8	A5UMF6
B2SK35	B2SK35
B2SK35	Q4UX85
P47266	P47266
P47266	P75092
Q01577	Q01577
O15120	O15120
Q54WR4	Q54WR4
Q06494	Q06494
Q59188	Q59188
A7GG45	A7GG45
A7GG45	B1KWP6
A7GG45	B9E1G6
A7GG45	C3L0F4
A7GG45	B2TJ20
A7GG45	A6LSM0
A7GG45	B2V4D4
A7GG45	Q0TPN3
A7GG45	A6TRU2
A7GG45	Q18B41
Q5FMI9	Q5FMI9
P59248	P59248
B8GPT8	B8GPT8
B8GPT8	Q31EM0
B8GPT8	A5VXI5
B8GPT8	Q02TI2
B8GPT8	C3K337
B8GPT8	Q3K5S2
B8GPT8	B0KJ83
B8GPT8	A1WZI0
B8GPT8	A9KFT7
B8GPT8	Q1AU71
B8GPT8	A1AXL0
B8GPT8	Q2A3Z1
B8GPT8	B0TYY2
B8GPT8	B2SDD0
B8GPT8	A0Q6X6
B8GPT8	Q5NFU6
B8GPT8	Q21UZ2
B8GPT8	Q0BCG3
B8GPT8	B1YVE9
B8GPT8	Q39DI4
B8GPT8	B4E9G9
B8GPT8	A9AGJ3
B8GPT8	Q3JVC1
B8GPT8	Q63WM5
B8GPT8	Q2T0L4
B8GPT8	A4JH88
B8GPT8	B4RLD8
B8GPT8	A1KTU8
B8GPT8	Q0AJ92
B8GPT8	A4G2A5
B8GPT8	Q1LR23
B8GPT8	A6SV70
B8GPT8	B2SY66
B8GPT8	B2UB97
B8GPT8	B2JDU2
B8GPT8	Q475H6
B8GPT8	Q13UQ8
B8GPT8	Q2L004
B8GPT8	C1DCY1
P42934	P42934
P0C186	P0C186
P80366	P80366
P80366	O23244
O60109	O60109
P23869	P23869
P23869	P0AFL5
P23869	P0AFL4
P23869	P20753
P23869	P42693
Q08306	Q08306
Q08306	Q08303
Q08306	Q08296
Q08306	Q06355
A6QPM3	A6QPM3
A6QGC0	A6QGC0
P0DD22	P0DD22
P0DD22	Q3K396
P0DD22	P65794
P0DD22	P65795
P0DD22	Q5XAK9
P0DD22	Q1JFK5
P0DD22	B5XML6
P0DD22	C0MGV5
P0DD22	Q03J02
P0DD22	P96488
P0DD22	Q02XV9
P0DD22	Q1WRR5
P0DD22	B8DHP2
P0DD22	A0AI65
A3LQ55	A3LQ55
A3LQ55	Q5ADL0
O60155	O60155
O60155	P38708
C3MQ16	C3MQ16
C3MQ16	C3N5N4
C3MQ16	C4KHB0
C3MQ16	A2BN27
C3MQ16	A4YIE0
C3MQ16	A8AB58
Q3IZY9	Q3IZY9
Q3IZY9	Q5LKT7
Q3IZY9	A8LIK6
Q3IZY9	Q2NBU9
Q3IZY9	Q2G8L3
Q3IZY9	A8GMN9
Q3IZY9	Q1RHW4
Q3IZY9	A8EXZ0
Q3IZY9	Q4UKN0
Q3IZY9	A8GRB1
Q3IZY9	Q1QN82
Q3IZY9	Q2IUP7
Q3IZY9	B6JHT1
Q3IZY9	B8EMY8
Q3IZY9	A8HXJ6
Q3IZY9	Q1MJ32
Q3IZY9	B5ZW97
Q3IZY9	A4YWZ6
Q3IZY9	A6WWD3
Q3IZY9	Q57ES4
Q3IZY9	C0RHF0
Q3IZY9	B0CKC7
Q3IZY9	Q2RNB6
Q3IZY9	A4F743
Q3IZY9	Q4FMX4
P63501	P63501
P63501	P9WQ88
P63501	P9WQ89
A2RNT9	A2RNT9
Q1Q9E3	Q1Q9E3
Q2V057	Q2V057
P96318	P96318
A8AAN4	A8AAN4
O88351	O88351
O88351	O14920
O88351	Q28DZ1
Q02137	Q02137
P42801	P42801
P42801	O65195
P42801	Q41107
P42801	C0HM53
P42801	Q38862
P42801	O64437
P42801	Q2NL29
P42801	Q4R6E3
P42801	O97477
Q4A8D5	Q4A8D5
Q4A8D5	Q601Q3
P40332	P40332
P9WQ71	P9WQ71
P9WQ71	P9WQ70
A5U8Q7	A5U8Q7
A5U8Q7	B2HJ23
A5U8Q7	P9WKG9
Q2S4Q4	Q2S4Q4
C0HK48	C0HK48
P86937	P86937
P86937	P86938
P86937	Q4DLX9
P86937	Q4DBW3
P58847	P58847
B2KEK1	B2KEK1
A7H905	A7H905
A9FR00	A9FR00
Q03417	Q03417
A7FXT6	A7FXT6
A7FXT6	A5I656
A7FXT6	C1FVV5
A7FXT6	B1ILX5
A7FXT6	B1KZQ3
A7FXT6	Q0TNJ4
A7FXT6	Q0SR63
A7FXT6	A8MHJ4
A7FXT6	C4XIH0
A7FXT6	P56372
A7FXT6	P61735
A7FXT6	B1I3P6
A7FXT6	P61736
A7FXT6	O33277
A7FXT6	B9LZW4
A4QF06	A4QF06
Q31GV5	Q31GV5
Q31GV5	A6QBB6
Q31GV5	Q30RE2
Q21YU0	Q21YU0
A7H543	A7H543
A7H543	Q5HWE5
A7H543	B9KDM7
C1D8N3	C1D8N3
C1D8N3	P57881
C1D8N3	Q65S80
C1D8N3	P10658
C1D8N3	B1JXR6
C1D8N3	Q39IG4
C1D8N3	Q1BY31
C1D8N3	A4JCH1
C1D8N3	B2JF00
C1D8N3	A2RIS2
C1D8N3	C3P210
C1D8N3	Q5M3A4
C1D8N3	Q5LYP0
C1D8N3	Q5L296
C1D8N3	Q5WWT0
C1D8N3	A5IBR0
C1D8N3	Q21Y51
C1D8N3	A4G865
C1D8N3	A1VR16
C1D8N3	Q2L2T1
C1D8N3	A4VU42
C1D8N3	A4W0D4
C1D8N3	Q1IDA2
C1D8N3	B7GY87
C1D8N3	B7I5D6
C1D8N3	B2HWW3
C1D8N3	A3M7Z0
C1D8N3	C3K6J5
C1D8N3	A6V2Q8
C1D8N3	Q2SCF2
C1D8N3	O34370
C1D8N3	A0LK14
C1D8N3	C4K3B1
C1D8N3	A9MHX6
C1D8N3	B5QYQ7
C1D8N3	B5XY88
C1D8N3	B5R8J4
C1D8N3	P62676
C1D8N3	B4T141
C1D8N3	A9N7V7
C1D8N3	C0PXU3
C1D8N3	A8AIH6
C1D8N3	B4TRT8
C1D8N3	P55900
C1D8N3	B7NM68
C1D8N3	B7MS22
C1D8N3	B7M835
C1D8N3	C4ZQ33
C1D8N3	B1X847
C1D8N3	A1A9I4
C1D8N3	Q0TJE6
C1D8N3	B1IW24
C1D8N3	Q32E24
C1D8N3	P23721
C1D8N3	Q3Z3L5
C1D8N3	B7NAQ6
C1D8N3	Q1RDV1
C1D8N3	A4W8S7
C1D8N3	B7LN70
C1D8N3	B5F159
C1D8N3	Q5QZ48
C1D8N3	P19689
C1D8N3	A7FJX0
C1D8N3	B2KA22
C1D8N3	Q66CI9
C1D8N3	A8GCH0
C1D8N3	Q2NUB0
C1D8N3	C6DF64
C1D8N3	B6J893
C1D8N3	A9KCT6
C1D8N3	A9NC17
C1D8N3	B5EPR5
C1D8N3	B7J6V1
C1D8N3	B5FCJ8
C1D8N3	Q1LTL2
C1D8N3	Q492S5
C1D8N3	P81435
C1D8N3	B2SJJ1
C1D8N3	B2FKF0
C1D8N3	Q4UTC9
C1D8N3	Q3BUZ3
A0A140C435	A0A140C435
Q5R4G0	Q5R4G0
B2KWI1	B2KWI1
P0DP15	P0DP15
A7A237	A7A237
A7A237	A7TJS7
A7A237	A3LX02
A7A237	A5E2I8
Q18425	Q18425
B0BML7	B0BML7
B0BML7	P18297
B0BML7	Q17QK8
B0BML7	P35270
B0BML7	Q64105
J1H1J3	J1H1J3
Q03175	Q03175
A3LUB9	A3LUB9
Q4P5N0	Q4P5N0
Q5FQA6	Q5FQA6
Q5FQA6	B7GZI3
Q5FQA6	B2HTW5
Q5FQA6	A3M2I8
Q5FQA6	B0V7Q2
Q5FQA6	Q31I36
Q5FQA6	Q5P791
Q5FQA6	Q63XM1
Q5FQA6	A5VZ57
Q5FQA6	P45358
Q5FQA6	Q1IE97
Q5FQA6	B0KQJ6
Q5FQA6	B1JBC0
Q5FQA6	Q4ZNW0
Q5FQA6	Q609W4
O27624	O27624
Q1GET3	Q1GET3
Q1GET3	Q163G3
Q1GET3	A3PIA4
Q1GET3	Q3J445
Q1GET3	A4WUN9
Q1GET3	B9KPH4
Q1GET3	Q51687
Q1GET3	Q2RP86
Q2LST8	Q2LST8
P52705	P52705
O31266	O31266
C3NHU6	C3NHU6
C3NHU6	C3N5A3
C3NHU6	C3MYM1
C3NHU6	C4KGW9
C3NHU6	C3NDV7
C3NHU6	Q4J989
Q5Z880	Q5Z880
K0E4E5	K0E4E5
A0A031WDE4	A0A031WDE4
P40051	P40051
A5IDN6	A5IDN6
P32742	P32742
Q57725	Q57725
A5F449	A5F449
A5F449	B7MGI6
A5F449	P58256
A5F449	B5YY23
A5F449	B7M5C2
A5F449	A8A6N0
A5F449	P05793
A5F449	B7NF81
A5F449	C3LQ01
A5F449	A0M380
A5F449	B6I4B1
A5F449	A8ACS4
A5F449	B7LU79
A5F449	A7FD32
A5F449	Q1CBS1
A5F449	Q66G37
A5F449	P57655
A5F449	Q47UP4
A5F449	B1JQ26
A5F449	B8F6G2
A5F449	A3N3E9
A5F449	Q4QMN4
A5F449	A4STE2
A5F449	A7MQH1
A5F449	A5UE34
A5F449	B5EZ33
A5F449	A9MJN4
A5F449	Q57HU2
A5F449	B5FCV4
A5F449	B5QVG7
A5F449	B4S1X4
A5F449	B4SZ22
A5F449	Q0I511
A5F449	Q5PJZ5
A5F449	A9MXE7
A5F449	A6TGG1
O67733	O67733
C1EVJ1	C1EVJ1
C1EVJ1	Q63B75
C1EVJ1	A0REB4
C1EVJ1	A6M229
C1EVJ1	B8DCT6
C1EVJ1	A5YBJ5
C1EVJ1	C1KZA1
O28783	O28783
P59888	P59888
O13505	O13505
O13505	Q5B912
O13505	P83777
O13505	Q4R543
O13505	Q5R8T6
O13505	P37980
A9VN98	A9VN98
A9VN98	Q63HB4
A9VN98	Q5L433
A9VN98	Q06755
A9VN98	Q65PD2
A9VN98	A7Z0L2
Q487E9	Q487E9
A3M2X4	A3M2X4
A3M2X4	B2HUM5
Q57EW9	Q57EW9
Q57EW9	Q2YMB5
Q57EW9	B5ZS25
Q57EW9	B3PRG5
Q57EW9	Q2KBV2
Q57EW9	A6U6N3
P94300	P94300
B2GUX4	B2GUX4
O01391	O01391
P23136	P23136
P23136	D5ANZ2
P23136	P0CY48
P23136	P81380
P23136	P05417
Q54IL5	Q54IL5
A0B9M2	A0B9M2
A2BWT5	A2BWT5
A2BWT5	Q31B42
B0K0H2	B0K0H2
P42604	P42604
Q01VN6	Q01VN6
P74945	P74945
P35968	P35968
P35968	O08775
P35968	P52583
Q2YDN8	Q2YDN8
Q5JBG6	Q5JBG6
Q46799	Q46799
Q10MQ0	Q10MQ0
Q10MQ0	A2XFP3
Q10MQ0	O22775
P26223	P26223
Q55CA6	Q55CA6
P9WKB9	P9WKB9
P9WKB9	P9WKB8
C0LGR6	C0LGR6
Q55GG4	Q55GG4
Q10435	Q10435
O31526	O31526
O94511	O94511
P63299	P63299
Q500Z2	Q500Z2
O34946	O34946
O31688	O31688
P0DX24	P0DX24
P86199	P86199
B3D6W2	B3D6W2
B3D6W2	B4EHE6
B3D6W2	Q3JHA9
B3D6W2	Q2T3J4
B3D6W2	Q4KGU2
B3D6W2	Q1QBF3
B3D6W2	D5SQS4
B3D6W2	A0NXQ7
B3D6W2	B9R4E3
A0A224AKZ9	A0A224AKZ9
A0A224AKZ9	A0A224AM54
Q44245	Q44245
C6C2Z3	C6C2Z3
P0DO57	P0DO57
P0DO57	P0DO56
P21861	P21861
Q04707	Q04707
B6HFX8	B6HFX8
P13259	P13259
P54748	P54748
P54748	P27815
P54748	Q08493
Q0R4L2	Q0R4L2
Q0R4L2	Q3L243
Q5QUE2	Q5QUE2
Q3V7R4	Q3V7R4
Q049K4	Q049K4
Q03216	Q03216
Q03216	O94200
Q03216	C4QXA5
Q03216	Q03215
Q03216	O94201
Q03216	Q4W9B8
Q03216	P78985
O32799	O32799
P26618	P26618
P26618	P16234
A2QAH3	A2QAH3
A2QAH3	Q0CMU3
A2QAH3	O42824
A2QAH3	Q5ATQ3
A2QAH3	Q4WR80
A2QAH3	A1D145
A2QAH3	O42809
A2QAH3	Q00446
A2QAH3	O93883
A2QAH3	A1CIV8
A2QAH3	B8N8M2
A2QAH3	A1CVV8
A2QAH3	P41750
A2QAH3	B0YAH0
A2QAH3	P26214
A2QAH3	P0CU55
A2QAH3	P0CU54
A2QAH3	P41749
A2QAH3	Q4WBE1
A2QAH3	Q1HAY5
A2QAH3	Q5B508
A2QAH3	A1DAQ2
A2QAH3	Q12554
A2QAH3	A2QL39
P35337	P35337
A3MTR6	A3MTR6
Q3IYX7	Q3IYX7
B0XYC4	B0XYC4
B0XYC4	Q27UB0
B0XYC4	Q2UQ40
B0XYC4	A1D7I1
P80924	P80924
D9XF45	D9XF45
A6VSD2	A6VSD2
Q580X6	Q580X6
O00625	O00625
Q16513	Q16513
Q16513	A1A4I4
Q16513	Q16512
Q16513	Q63433
Q16513	A7MBL8
P0AEJ3	P0AEJ3
I1RPE5	I1RPE5
I1RPE5	Q4WP25
A0A0E0SP71	A0A0E0SP71
A0A0E0SP71	Q4WQ95
Q4WHG1	Q4WHG1
Q4WHG1	C8VBH4
Q4WHG1	Q4IEV4
P12992	P12992
A0A0P0ZD79	A0A0P0ZD79
A0A0P0ZD79	A0A1L9UKS1
B0B7P6	B0B7P6
B0B7P6	Q253S0
B0B7P6	Q5L6H1
A8I541	A8I541
A8I541	Q13CA1
A8I541	P23014
A8I541	A7IGL7
A8I541	A4WZQ4
A8I541	P22780
A8I541	A5E987
A8I541	A9W1C8
A8I541	B1LUU9
A8I541	A1B2P8
A8I541	A3PNY0
P34756	P34756
Q22017	Q22017
B8GGX9	B8GGX9
B8GGX9	Q0W644
B8GGX9	Q2FQ74
B8GGX9	A0B7U9
B8GGX9	A3CUG8
B8GGX9	Q12UK3
B8GGX9	O28964
B8GGX9	Q2NE86
P90740	P90740
A8M5I9	A8M5I9
A8M5I9	D2AVM1
A8M5I9	C9Z3U4
A8M5I9	D1AB53
A9NFF6	A9NFF6
Q4INZ9	Q4INZ9
A9A677	A9A677
A9A677	Q58312
P53889	P53889
A7HLH4	A7HLH4
Q55D51	Q55D51
A5VL09	A5VL09
C6BUX8	C6BUX8
Q56691	Q56691
B3QEZ3	B3QEZ3
B3QEZ3	Q2IYG1
B3QEZ3	A6WXR2
B3QEZ3	B8GQ90
B3QEZ3	Q1QZ91
B3QEZ3	Q3JC80
Q00ZY2	Q00ZY2
Q00ZY2	Q17FP1
Q00ZY2	C3YN79
Q00ZY2	A9UXG6
Q00ZY2	A7RKF6
Q00ZY2	Q4YUZ9
Q00ZY2	B3L4K9
Q00ZY2	Q4N1R8
Q00ZY2	B3RID0
Q00ZY2	Q561P3
Q00ZY2	B0XKF3
Q00ZY2	B0EAV2
Q00ZY2	B0EIW5
Q00ZY2	C4M6T2
Q2G1M8	Q2G1M8
Q03529	Q03529
Q47944	Q47944
Q2L0B4	Q2L0B4
A9KS12	A9KS12
A9KS12	B2UZL5
A9KS12	A6LQJ1
A9KS12	C0Z6T7
A9KS12	B2KAS3
A9KS12	B1H018
A9KS12	A7FQJ3
A9KS12	A5HY67
A9KS12	C1FQR0
A9KS12	B1IE50
A9KS12	A0Q2X7
A9KS12	A3DF88
A9KS12	Q1IMP4
Q15NS9	Q15NS9
Q0VD24	Q0VD24
Q5ZTI6	Q5ZTI6
Q5ZTI6	Q5X3A8
Q5ZTI6	Q5WUR6
J4W6X9	J4W6X9
P30008	P30008
F2SCC4	F2SCC4
F2SCC4	D4AZV8
P53823	P53823
Q08713	Q08713
A0A089LI24	A0A089LI24
Q54VQ6	Q54VQ6
Q54VQ6	Q5RAK7
Q54VQ6	Q28EN2
A3PFH4	A3PFH4
A3PFH4	A8G7J0
A3PFH4	A2BZ72
A3PFH4	Q317V6
Q61IS6	Q61IS6
Q5RF87	Q5RF87
Q5RF87	Q0VC82
A9JTS5	A9JTS5
O06837	O06837
Q2KXA6	Q2KXA6
P78285	P78285
O50146	O50146
O50146	B9KZP8
P77791	P77791
P07190	P07190
P07190	P07192
P07190	P13080
P07190	B0XAA1
O52353	O52353
Q5XIV2	Q5XIV2
O05394	O05394
O05394	P9WGB7
O05394	P66876
O05394	O31632
A5DQE4	A5DQE4
A5DQE4	A5E5C5
A5DQE4	Q59M70
A5DQE4	P36060
A5DQE4	A6ZZH2
A5DQE4	A7THS1
O06922	O06922
Q43744	Q43744
Q43744	P37228
Q43744	P17783
Q43744	A1AGC9
Q43744	Q0TCN0
Q43744	B2VGW7
Q43744	B5FIT7
Q43744	B4TJT3
Q43744	Q59838
Q43744	A9N855
Q43744	A1JIV0
Q43744	P37226
Q43744	C0PZQ4
Q43744	A7FMU2
Q43744	B5BGR3
Q43744	Q1CBY7
Q43744	B4TWK9
Q43744	A9R584
Q43744	A6WSM1
Q43744	Q1CEJ3
Q43744	Q12R11
Q43744	P0C7R5
Q43744	Q07YA5
Q43744	B1JMK1
Q43744	B4F2A1
Q43744	B0TUH8
Q43744	A8AQC8
Q43744	A3QB91
Q43744	Q3IFH4
Q43744	B8CSY7
Q43744	A8FRU0
Q43744	A1RFX8
Q43744	A7MNR3
Q43744	A5UCQ1
Q43744	Q0T052
Q43744	A5UIX3
Q43744	P48364
Q43744	Q0I491
Q43744	A7ZSD0
Q43744	Q5R030
Q43744	B7UJW8
Q43744	A4SIV0
Q43744	B5YSW2
Q43744	B7N0M1
Q43744	B6EL39
Q43744	B7M0U8
Q43744	B5XSQ7
Q43744	C4ZSX4
Q43744	B1XHK9
Q43744	B7VID0
Q43744	Q65T37
Q43744	B0BQN0
Q43744	P40926
Q43744	K0J107
Q43744	Q4R568
Q43744	P08249
Q43744	P04636
Q43744	P83778
Q43744	P17505
P19981	P19981
P19981	P19980
P19981	P19979
P19981	P19978
Q28GQ2	Q28GQ2
Q47Q21	Q47Q21
Q47Q21	P65426
Q47Q21	A5TZT3
Q47Q21	P9WJP2
Q47Q21	P9WJP3
Q47Q21	A0PLU7
A3PBY1	A3PBY1
P56859	P56859
Q02YT3	Q02YT3
Q02YT3	A8FMQ7
Q02YT3	A7H2H6
Q02YT3	Q5HTR3
Q02YT3	A3CL11
Q02YT3	B5E298
Q56342	Q56342
Q56342	P0AAG8
Q56342	P23924
Q56342	Q0T2X5
Q56342	P0AAG9
Q56342	Q1C9V1
Q56342	Q1CGT1
A8FJX4	A8FJX4
A8FJX4	A7GW99
A8FJX4	A0RMI8
A8FJX4	B9KDV7
Q24X66	Q24X66
A8G7E1	A8G7E1
A8G7E1	A3PFC4
A8G7E1	A2BZ20
A8G7E1	Q318A6
A8G7E1	A2BTL7
A6QCE8	A6QCE8
Q0CY11	Q0CY11
Q0CY11	B0XSI3
Q0CY11	Q4X117
Q0CY11	Q1DNC5
Q0CY11	Q5B0R9
Q0CY11	B2B3L4
Q0CY11	Q59V93
Q0CY11	A3LXZ3
Q0CY11	A7TMJ2
Q0CY11	A7F8T1
Q0CY11	P38286
Q0CY11	B3LN00
Q0CY11	A8N6B4
Q13434	Q13434
Q13434	Q13064
Q64WG8	Q64WG8
Q64WG8	B2RHP0
Q64WG8	A6LIF1
Q2G1C1	Q2G1C1
P38551	P38551
Q04VF1	Q04VF1
Q04VF1	Q478T2
Q04VF1	A7ZUK9
Q04VF1	Q5V2X0
Q04VF1	Q5LCA5
Q04VF1	A9KGN7
Q04VF1	B0TRP7
Q04VF1	B6J5W3
Q04VF1	B6J1X8
Q04VF1	C5BTK7
Q04VF1	B3EPH6
Q04VF1	B4SBF6
Q04VF1	B4S9A9
Q04VF1	Q3ATM0
Q04VF1	B3EE09
Q04VF1	B3QPT5
