Q0QFQ1	Q0QFQ1
B7K189	A5WA89
B7K189	Q3KJH9
B7K189	B0KN11
B7K189	Q21NH1
B7K189	Q1C282
B7K189	Q66GC2
B7K189	A7MID1
B7K189	Q3SGA3
B7K189	Q3IIE4
B7K189	A1JHY1
B7K189	A7FCU8
B7K189	A3QJM4
B7K189	A8G1U9
B7K189	Q47VY2
B7K189	Q4ZLR0
B7K189	Q3MF89
B7K189	B8HVP2
B7K189	Q31R18
B7K189	Q5N381
B7K189	Q0BKX8
B7K189	Q14GR4
B7K189	A7NDJ7
B7K189	Q2A2B1
B7K189	Q5WZ43
B7K189	Q5ZY71
B7K189	Q12UT0
B7K189	Q5GSN3
B7K189	Q1GCX7
B7K189	A8EW05
B7K189	B5FFX7
B7K189	C3LR68
P30568	P30568
O26805	O26805
O26805	Q12UJ5
O26805	A5UK20
O26805	Q2NER5
O26805	O28949
O26805	Q3ITY2
O26805	Q5V1K0
O26805	Q18KM8
O26805	Q0W700
O26805	Q2FL30
O26805	A9A9L8
P9WIP2	P9WIP2
P9WIP2	O07134
P9WIP2	P32166
A7NF26	A7NF26
A7NF26	A7X2H6
A7NF26	A5ISZ9
A7NF26	Q5HFV2
A7NF26	A6QH20
A7NF26	B9DNV5
A7NF26	Q5HP74
A7NF26	B1HTA6
A7NF26	O66128
A7NF26	B7JGZ8
A7NF26	B7IP91
A7NF26	B7HHR7
A7NF26	Q5WGT4
A7NF26	B7HL23
A7NF26	A7GN50
A7NF26	Q63DL9
A7NF26	A9VMC2
A7NF26	A8FEK9
A7NF26	C3L8S6
A7NF26	Q5KXU0
A7NF26	C5D3E5
A7NF26	C3PLF4
A7NF26	A8EZP4
A7NF26	C4K2K3
A7NF26	P49016
A7NF26	A7Z627
A7NF26	P67056
A7NF26	A0AK43
A7NF26	A3PFL1
A7NF26	B9KQJ8
A7NF26	A1BAN1
A7NF26	A8LNK7
A7NF26	Q16DL1
A7NF26	Q1GC56
A7NF26	Q576Q0
A7NF26	C0RMK3
A7NF26	Q2KDB0
A7NF26	Q1MME0
A7NF26	B2SC50
A7NF26	Q4G064
A7NF26	Q0P5A2
A7NF26	Q5HYK3
A7NF26	Q2Y6R0
A7NF26	Q606J9
A7NF26	A5F4E5
A7NF26	Q5NFE1
A7NF26	B5EZU8
A7NF26	P59911
A7NF26	Q57HN8
A7NF26	A1JIF2
A7NF26	Q2SN12
A7NF26	B4TBR3
A7NF26	B2K0Y4
A7NF26	B4SZ73
A7NF26	A9R431
A7NF26	B5XYI1
A7NF26	A9MY97
A7NF26	Q1CNB4
A7NF26	A6TGL3
A7NF26	B4TNX9
A7NF26	Q66FT0
A7NF26	P0A2K5
A7NF26	A8G8B8
A7NF26	B3PH48
A7NF26	A8ACY2
A7NF26	A7MQL7
A7NF26	B7V3F6
A7NF26	Q1I3T0
A7NF26	C3K8U4
A7NF26	B7MHC0
A7NF26	A5WA45
A7NF26	B7L996
A7NF26	B0KM36
A7NF26	B7N2E1
A7NF26	B1J2S8
A7NF26	B2TVI4
A7NF26	C5A009
A7NF26	A1SRS4
A7NF26	Q31UF3
A7NF26	B1XAJ7
A7NF26	Q32A11
A7NF26	A8A6U0
A7NF26	Q0SZ25
A7NF26	B1IW72
A7NF26	Q3YVD2
A7NF26	B7NFD6
A7NF26	B1LM21
A7NF26	B2VG41
A7NF26	A4VGE5
A7NF26	A7NAA1
A7NF26	Q491V7
A7NF26	B2SFA2
A7NF26	A0Q549
A7NF26	Q0BNE2
A7NF26	A8G0S7
A7NF26	B0TJ16
A7NF26	A9M3A0
A7NF26	A0KAF5
A7NF26	Q0BBY4
A7NF26	Q62MP4
A7NF26	Q1BTN4
A7NF26	A3N5U8
A7NF26	B4RK11
A7NF26	A1KT06
A7NF26	Q1LRG9
A7NF26	B2SX35
A7NF26	B1YWF9
A7NF26	B2JCU8
A7NF26	A6UFF7
A7NF26	B3PZ92
A7NF26	B9J7S8
A7NF26	C3MCY6
A7NF26	B9JZF4
A7NF26	B2FUU6
A7NF26	Q2NYW4
A7NF26	P87230
A7NF26	Q4V7R3
A7NF26	Q5ZLL5
A7NF26	P49017
A7NF26	A5E888
A7NF26	Q2J2H9
A7NF26	Q13EN8
A7NF26	C0R2Q3
A7NF26	Q67LE6
A7NF26	B0B800
A7NF26	Q253I8
A7NF26	Q3KLS2
A7NF26	B0BC65
A7NF26	B5EFL1
A7NF26	Q64XV8
A7NF26	Q3MD91
A7NF26	B2IUM7
A7NF26	P67064
A7NF26	P67065
A7NF26	A5TZT8
A7NF26	A4QBE5
A7NF26	A4T183
A7NF26	A0QRH1
A7NF26	A1UAY5
A7NF26	Q5YPB0
A7NF26	A9WRT1
A7NF26	A1SE26
A7NF26	A1R990
A7NF26	B1W525
A7NF26	Q47LE2
A7NF26	C4LL93
A7NF26	C3PKL1
A7NF26	Q3SM81
A7NF26	B2AH07
A7NF26	A9KYL8
A7NF26	Q5QYG2
A7NF26	A1SAJ8
A7NF26	Q12S23
A7NF26	Q088H8
A7NF26	A8H966
A7NF26	A4Y2Q5
A7NF26	A0L1M4
A7NF26	Q0HZP7
A7NF26	A1RP78
A7NF26	A4XPM7
A7NF26	C5BRL2
C8CP46	C8CP46
Q4G0A6	Q4G0A6
Q4G0A6	Q5RF72
Q4G0A6	Q3UQI9
Q67RV4	Q67RV4
Q67RV4	Q65CQ5
Q67RV4	Q3AXW8
Q67RV4	O33701
Q67RV4	B7KFK5
Q67RV4	Q3AJT5
Q67RV4	P73585
Q67RV4	Q119L1
Q67RV4	Q3MGL8
Q67RV4	B1XMC7
Q67RV4	B7JYZ1
Q67RV4	Q28KP2
Q67RV4	B2VEB1
Q67RV4	A0KFC0
Q67RV4	Q5E5T7
Q67RV4	B6EJZ8
Q67RV4	B7MHT0
Q67RV4	B5YZX3
Q67RV4	B7NPW4
Q67RV4	Q1R8U4
Q67RV4	Q65P54
Q67RV4	A4WDD1
Q67RV4	Q2A5B0
Q67RV4	P44862
Q67RV4	B0BRD0
Q67RV4	Q47U25
Q67RV4	A0AJB3
Q67RV4	A0QNX1
Q67RV4	A9BFQ1
Q67RV4	Q39MM8
Q67RV4	A6LUQ7
Q67RV4	C3P1J8
Q67RV4	C3LE93
Q67RV4	B7JSA1
Q67RV4	B9IR64
Q67RV4	Q63FJ0
Q67RV4	C3KUL4
Q67RV4	B2TPW8
Q67RV4	A5I1H8
Q67RV4	C1FLJ7
Q67RV4	Q57LE0
Q67RV4	A7GD48
Q67RV4	B5QTT8
Q67RV4	B1L0G9
Q67RV4	B5RD39
Q67RV4	B4TDE5
Q67RV4	Q5PII8
Q67RV4	B5BAU0
Q67RV4	B4TS04
Q67RV4	B2TX17
Q67RV4	B7LKK7
Q67RV4	Q31Y51
Q67RV4	Q3YZB4
Q67RV4	C4ZVV9
Q67RV4	B7UGC8
Q67RV4	B1XA99
Q67RV4	A8A2S5
Q67RV4	B1IX44
Q67RV4	Q0T280
Q67RV4	Q5WLA2
Q67RV4	A4IPI2
Q67RV4	A7Z0U6
Q67RV4	Q2YUY9
Q67RV4	Q49ZN6
Q67RV4	Q02Z51
Q67RV4	Q5HJI1
Q67RV4	B7VJM5
Q67RV4	Q04HN0
Q67RV4	A7FFU6
Q67RV4	Q1C5E3
Q67RV4	A4TMY1
Q67RV4	Q667V7
Q67RV4	Q15N71
Q67RV4	A7MGZ1
Q67RV4	A0M6M4
Q67RV4	B2RK20
Q67RV4	Q5LI89
Q67RV4	Q46L21
Q67RV4	A2C236
Q2KI14	Q2KI14
Q2KI14	Q4V8K3
A9NFP5	A9NFP5
Q55928	Q55928
P11350	P11350
P11350	P0AF32
P39431	P39431
Q0MQI2	Q0MQI2
Q0MQI2	Q22619
Q0MQI2	Q60HE3
Q0MQI2	P0CB97
Q0MQI2	P80269
Q0MQI2	P42028
P0A0Z7	P0A0Z7
O76463	O76463
Q05531	Q05531
Q05531	P23312
Q05531	P27967
Q05531	P27969
Q05531	P39865
Q05531	P54233
Q05531	P39870
Q05531	P27968
Q05531	P43101
Q05531	P17569
Q05531	P39867
Q05531	P08509
Q05531	A0A286R227
Q05531	P36841
Q05531	P36842
Q05531	P39864
Q05531	P36858
Q05531	P22945
Q51879	Q51879
Q51879	P39661
Q51879	Q39161
Q51879	Q42997
Q51879	I3R637
Q51879	P9WJ03
Q51879	P9WJ02
O46660	O46660
Q4WA45	Q4WA45
Q4WA45	A1DA48
P9WH76	P9WH76
P9WH76	P9WH77
P54351	P54351
P54351	P46461
P54351	P18708
P54351	P46459
P54351	P46460
P54351	Q0DGP6
O82504	O82504
A0A0S2UQQ5	A0A0S2UQQ5
Q19821	Q19821
P56568	P56568
Q18E61	Q18E61
Q18E61	B0R7G3
Q18E61	Q466Q1
Q5M929	Q5M929
Q5VTB9	Q5VTB9
Q5VTB9	Q08DV5
P00655	P00655
A0A2K8FTN3	A0A2K8FTN3
P36686	P36686
P52989	P52989
P52989	Q47187
P52989	P54656
A7ZIT5	A7ZIT5
A7ZIT5	B7ME49
A7ZIT5	B5YPP1
A7ZIT5	B7MRI9
A7ZIT5	B7M4M9
A7ZIT5	C4ZUX4
A7ZIT5	B6I0H1
A7ZIT5	B5FLP7
A7ZIT5	A9MW31
A7ZIT5	C0PVI8
A7ZIT5	B2VBD5
A7ZIT5	B5BCZ8
A7ZIT5	B7LJI4
A7ZIT5	A8GAY0
A7ZIT5	B8E5F2
A7ZIT5	A6WLP8
A7ZIT5	Q12L98
A7ZIT5	A8FTH6
A7ZIT5	Q0HTK4
A7ZIT5	C3LNF1
A7ZIT5	A1RL92
A7ZIT5	B1KLU0
A7ZIT5	Q324Y3
A7ZIT5	Q0T776
A7ZIT5	Q3Z4P5
A7ZIT5	A7FL46
A7ZIT5	Q1C4U1
A7ZIT5	A9R253
A7ZIT5	Q1CKY1
A7ZIT5	B1JHJ1
A7ZIT5	C3JYD3
A7ZIT5	C1DHE6
A7ZIT5	A4XVG1
A7ZIT5	Q1IBP9
A7ZIT5	Q1QVV6
A7ZIT5	A5W458
A7ZIT5	A6V727
A7ZIT5	Q3KA28
A7ZIT5	B0KUU0
A7ZIT5	Q3IF51
A7ZIT5	Q4ZVN9
A7ZIT5	B0TLV2
A7ZIT5	A8H617
A7ZIT5	B8CRG0
A7ZIT5	A4YIG5
A7ZIT5	Q4JCA6
A7ZIT5	A2C3T6
A7ZIT5	A2C808
A7ZIT5	Q3AZ17
A7ZIT5	Q2RFM3
A7ZIT5	B7JUH4
A7ZIT5	A8G5S9
A7ZIT5	A3PDX8
A7ZIT5	A2BXK1
A7ZIT5	Q319Z9
A7ZIT5	Q31MM7
A7ZIT5	B5YID4
A7ZIT5	Q10XJ9
A7ZIT5	B1XND1
A7ZIT5	B1I0T1
A7ZIT5	Q5M1W6
A7ZIT5	P0DG33
A7ZIT5	A2RMS1
A7ZIT5	A0PXS5
A7ZIT5	A7FZ91
A7ZIT5	C1FMX3
A7ZIT5	B1IGH6
A7ZIT5	A7GJ96
A7ZIT5	B1KTA5
A7ZIT5	B9DY88
A7ZIT5	Q0SQC1
A7ZIT5	A4XHE2
A7ZIT5	Q1AU11
A7ZIT5	B9KRV8
A7ZIT5	Q28QY7
A7ZIT5	A4WU98
A7ZIT5	A3PJH4
A7ZIT5	Q1GHI0
A7ZIT5	Q11JR3
A7ZIT5	Q3A8C9
A7ZIT5	Q5FQ31
A7ZIT5	Q5L546
A7ZIT5	O84787
A7ZIT5	Q5FM34
A7ZIT5	Q1G8Z0
A7ZIT5	A8YTD3
A7ZIT5	Q4L3I9
A7ZIT5	A6TZ06
A7ZIT5	A6QEI2
A7ZIT5	A8YZM7
A7ZIT5	B9DKW3
A7ZIT5	Q1IJF8
A7ZIT5	Q38UZ6
A7ZIT5	C4KZR7
A7ZIT5	A5VI99
A7ZIT5	Q03SU6
A7ZIT5	Q5L429
A7ZIT5	C3LJ62
A7ZIT5	A0R8G1
A7ZIT5	B7JK97
A7ZIT5	C1ET19
A7ZIT5	B7HQS4
A7ZIT5	A7GK01
A7ZIT5	Q65PC8
A7ZIT5	A9VNA2
A7ZIT5	B1HNM3
A7ZIT5	Q5GRV6
A7ZIT5	B3CN54
A7ZIT5	P75423
A7ZIT5	P47495
A7ZIT5	Q4FLI7
A7ZIT5	Q2JKL2
A7ZIT5	Q050D6
A7ZIT5	Q04SB0
A7ZIT5	O07045
A7ZIT5	Q39A07
A7ZIT5	Q3YSF3
A7ZIT5	A1UMF5
A7ZIT5	A1KPR6
A7ZIT5	A4T5K9
A7ZIT5	B2HJ21
A7ZIT5	A0R558
A7ZIT5	A5U8Q5
A7ZIT5	P9WFW0
A7ZIT5	A0PV27
A7ZIT5	Q5Z2R1
A7ZIT5	Q0S888
A7ZIT5	C1BAC4
A7ZIT5	C5BI15
A7ZIT5	Q21JG6
A7ZIT5	A8F596
A7ZIT5	B7GWA1
A7ZIT5	B2HX34
A7ZIT5	B0VS71
A7ZIT5	B0VAU1
A7ZIT5	Q0BT18
A7ZIT5	B8G1U2
A7ZIT5	Q2KX38
A7ZIT5	A6SZV1
A7ZIT5	Q0KCA9
A7ZIT5	A6LPP1
A7ZIT5	B2UY90
A7ZIT5	B2TIF6
A7ZIT5	B8DF15
A7ZIT5	C1KYH2
A7ZIT5	A1TPK8
A7ZIT5	A2SAX8
A7ZIT5	Q21YS0
A7ZIT5	B2U9P8
A7ZIT5	Q13X60
A7ZIT5	A1V5G8
A7ZIT5	Q3JQT6
A7ZIT5	A4JFD0
A7ZIT5	A1VRB4
A7ZIT5	B7IFB7
A7ZIT5	B1YGS9
A7ZIT5	A5IJ66
A7ZIT5	C0ZIF7
A7ZIT5	Q14G14
A7ZIT5	B0U0I3
A7ZIT5	B2SFH9
A7ZIT5	Q0BKI3
A7ZIT5	A0L4P8
A7ZIT5	A7HDA1
A7ZIT5	Q1MQR5
A7ZIT5	A7HKV1
A7ZIT5	P59421
A7ZIT5	B0TC35
A7ZIT5	A6GX80
A7ZIT5	Q3J8Y9
A7ZIT5	C1D7F5
A7ZIT5	Q2Y7U5
A7ZIT5	Q3SHN1
A7ZIT5	A1WT89
A7ZIT5	Q1H417
A7ZIT5	B3LFA4
A7ZIT5	B0KCH9
A7ZIT5	A3N0S3
A7ZIT5	Q65UY1
A7ZIT5	P57890
A7ZIT5	B8JDH1
A7ZIT5	Q2IQG7
A7ZIT5	B4UGC3
A7ZIT5	A6VX53
A7ZIT5	Q2SK40
A7ZIT5	Q1QC19
A7ZIT5	A5WEW9
A7ZIT5	A8F0I8
A7ZIT5	A8GM31
A7ZIT5	Q3A9P1
A7ZIT5	Q57E65
A7ZIT5	A6X270
A7ZIT5	A5VPL3
A7ZIT5	B0CL02
A7ZIT5	A1US43
A7ZIT5	A9IRQ9
A7ZIT5	A5EHE7
A7ZIT5	Q2IUP0
A7ZIT5	B3QCS4
A7ZIT5	B6JHT8
A7ZIT5	Q1QN87
A7ZIT5	Q2KAA8
A7ZIT5	B3PUS4
A7ZIT5	Q1MJ22
A7ZIT5	A6U7D9
A7ZIT5	B9JCA5
A7ZIT5	O83129
A7ZIT5	A1SNY3
A7ZIT5	A6W6G0
A7ZIT5	A4F6W7
A7ZIT5	Q47TG4
A7ZIT5	A1RTJ7
A7ZIT5	A4WH15
A7ZIT5	A3MS54
A7ZIT5	C0QRE6
A7ZIT5	B4U9I4
A7ZIT5	B2V6B4
A7ZIT5	A9WLY4
A7ZIT5	B2GFS8
A7ZIT5	B8HCR7
A7ZIT5	B0RAX1
A7ZIT5	A5CTY3
A7ZIT5	Q057D6
A7ZIT5	Q47XL5
A7ZIT5	Q2W7Y5
A7ZIT5	Q2P2E8
A7ZIT5	A8I4X6
A7ZIT5	A9KBJ2
A7ZIT5	A5IBG0
A7ZIT5	Q11PK9
A7ZIT5	B8E391
A7ZIT5	B5EEK6
A7ZIT5	B9LZV4
A7ZIT5	A5G949
A7ZIT5	Q5SJV9
A7ZIT5	B3CRX9
A7ZIT5	A8MLB7
A7ZIT5	A3DH43
A7ZIT5	A6TWK5
A7ZIT5	Q3ZAD5
A7ZIT5	Q1IXM5
A7ZIT5	Q5V2M3
A7ZIT5	Q30ZH8
A7ZIT5	A1VDQ5
A7ZIT5	C6BS23
A7ZIT5	C4XSW5
A7ZIT5	Q0AM03
A7ZIT5	Q2NIP7
A7ZIT5	A6UWT0
A7ZIT5	A6VG07
A7ZIT5	B8D815
A7ZIT5	B8D9R3
A7ZIT5	B1XUY8
A7ZIT5	Q129L2
A7ZIT5	O51545
A7ZIT5	Q0SMQ8
A7ZIT5	A1R030
A7ZIT5	Q17WH3
A7ZIT5	P41259
A7ZIT5	B5Z7P5
A7ZIT5	B2UU37
A7ZIT5	A6Q401
A7ZIT5	A7H447
A7ZIT5	Q30R91
A7ZIT5	B9KFX4
A7ZIT5	Q04DQ8
A7ZIT5	Q03ZR0
A7ZIT5	Q5ZZP6
A7ZIT5	Q4A947
A7ZIT5	A0RP30
A7ZIT5	A7I0X6
B1MZ61	B1MZ61
B1MZ61	B8ZL21
B1MZ61	P0DG37
B1MZ61	Q03WY0
B1MZ61	B2IQU2
B1MZ61	Q03SC6
B1MZ61	B5XMN0
B1MZ61	C1KVA6
B1MZ61	A4W3J5
B1MZ61	B8DE52
B1MZ61	B9DV93
B1MZ61	A0AIR0
B1MZ61	C1CF58
B1MZ61	C1CLH5
B1MZ61	C1CQP3
B1MZ61	C0M953
B1MZ61	B4U1J1
B1MZ61	A8AVS4
B1MZ61	P0DG36
B1MZ61	Q038U2
B1MZ61	Q1JFJ0
B1MZ61	A2RD23
B1MZ61	B1ICQ6
B1MZ61	P94616
B1MZ61	P67026
B1MZ61	Q3KKF2
B1MZ61	B5YVL2
B1MZ61	B0KF23
B1MZ61	B6EGT2
B1MZ61	B7M3I2
B1MZ61	B1J426
B1MZ61	B4S278
B1MZ61	C4ZXF0
B1MZ61	A1AHA1
B1MZ61	P67025
B1MZ61	P00960
B1MZ61	B1LJC1
B1MZ61	Q1R536
B1MZ61	A4XN73
B1MZ61	C5B996
B1MZ61	B2VCH0
B1MZ61	P77892
B1MZ61	A9MLF6
B1MZ61	B7LTH4
B1MZ61	B5FLD0
B1MZ61	C0Q1B7
B1MZ61	B2SFN3
B1MZ61	A8G7T9
B1MZ61	A4IZJ6
B1MZ61	A3CYI7
B1MZ61	A9KU84
B1MZ61	A8ARE6
B1MZ61	B0TLB0
B1MZ61	C4L763
B1MZ61	Q4QLY1
B1MZ61	A4Y1B0
B1MZ61	A5UDE0
B1MZ61	Q0HPC6
B1MZ61	C4K459
B1MZ61	P57904
B1MZ61	B2U565
B1MZ61	A7MKR9
B1MZ61	C6DII8
B1MZ61	P67027
B1MZ61	Q3YVU1
B1MZ61	Q2NX39
B1MZ61	A7FP96
B1MZ61	B2K7F7
B1MZ61	A9R4G0
B1MZ61	A4TGN6
B1MZ61	A5EV42
B1MZ61	Q663V9
B1MZ61	B3GZ52
B1MZ61	B5XMY6
B1MZ61	B4EZ94
B1MZ61	B0BSX2
B1MZ61	A7ZTA6
B1MZ61	Q15ZY9
B1MZ61	A4STG2
B1MZ61	B7MER5
B1MZ61	Q02V72
B1MZ61	B7L6X1
B1MZ61	B1Y7P3
B1MZ61	B4UG88
B1MZ61	Q65H75
B1MZ61	C6BV68
B1MZ61	B0JSD7
B1MZ61	A9M125
B1MZ61	P67028
B1MZ61	P67029
B1MZ61	A1KW09
B1MZ61	A5IKK5
B1MZ61	Q182B9
B1MZ61	A1TUT1
B1MZ61	C5CM90
B1MZ61	B1WQ23
B1MZ61	A9BXZ7
B1MZ61	A1ATI5
B1MZ61	A1VJD7
B1MZ61	B1XS10
B1MZ61	A4G262
B1MZ61	Q124E7
B1MZ61	A6SV19
B1MZ61	Q20YB4
B1MZ61	A5VFX8
B1MZ61	Q2YME4
B1MZ61	A6WW98
B1MZ61	A9M8H7
B1MZ61	B1M1W4
B1MZ61	Q11KG2
B1MZ61	A1AZF6
B1MZ61	B9MCM3
B1MZ61	A1W3F2
B1MZ61	C1D4E5
B1MZ61	B6JEV8
B1MZ61	A8F072
B1MZ61	C3PLY5
B1MZ61	A8GQ65
B1MZ61	C4K2V4
B1MZ61	B0BVK1
B1MZ61	Q1H3M2
B1MZ61	Q4KKR7
B1MZ61	P57236
B1MZ61	B8D8T7
B1MZ61	Q21PU3
B1MZ61	Q5E8Y6
B1MZ61	C5BKP0
B1MZ61	B7VGK7
B1MZ61	Q2NXS9
B1MZ61	B2SII2
B1MZ61	B4SNR2
B1MZ61	A5GMN1
B1MZ61	Q3ALF2
B1MZ61	B7KHU5
B1MZ61	A2C3W9
B1MZ61	B8H516
B1MZ61	Q3M502
B1MZ61	B0CEQ4
B1MZ61	C0QJ90
B1MZ61	A0LL24
B1MZ61	B0TAF7
B1MZ61	A9BG54
B1MZ61	A7HLW9
B1MZ61	B5YES5
B1MZ61	B8FUJ1
B1MZ61	Q24SW9
B1MZ61	A4J7D0
B1MZ61	Q1MRM0
B1MZ61	Q3A8N6
B1MZ61	A5G7Q8
B1MZ61	B8DPG0
B1MZ61	P56453
B1MZ61	A8EW78
B1MZ61	Q30PF0
B1MZ61	A6Q760
B1MZ61	A0RPS8
B1MZ61	A8FLD3
B1MZ61	A7H4C1
B1MZ61	B9KCN6
B1MZ61	A6Q559
B1MZ61	B6JMI0
B1MZ61	Q1CSR1
B1MZ61	B2UUA6
A7ZUH5	A7ZUH5
A7ZUH5	B7NU43
A7ZUH5	B7MR48
A7ZUH5	B1XBC2
A7ZUH5	B1IVC1
A7ZUH5	P23908
A7ZUH5	C5BC62
A7ZUH5	A4WG54
A7ZUH5	B7LUN8
A7ZUH5	B4F192
A7ZUH5	B5F0U6
A7ZUH5	A9MI13
A7ZUH5	B5FPX2
A7ZUH5	B5QXQ2
A7ZUH5	B5RF48
A7ZUH5	Q5PK76
A7ZUH5	B4TQH3
A7ZUH5	B2TWF2
A7ZUH5	Q31U31
A7ZUH5	P59600
A7ZUH5	Q3YV19
A7ZUH5	B8D6V9
A7ZUH5	B8D8K5
A7ZUH5	P57155
A7ZUH5	B6EMN5
A7ZUH5	B7VLL4
A7ZUH5	C3LRV6
M1T9N7	M1T9N7
M1T9N7	D5FKJ3
P59620	P59620
P45951	P45951
A6W614	A6W614
A6W614	B7UJ66
A6W614	B4TJ09
A6W614	B7MB92
A6W614	A6SW90
A6W614	A9N735
A6W614	B7LHN6
A6W614	A9IQ90
A6W614	B5YS62
A6W614	B5XSX1
A6W614	B7NKP0
A6W614	P59607
A6W614	B7N0V6
A6W614	B7M079
A6W614	A4YJX9
A6W614	C4ZSR2
A6W614	A8A4Y7
A6W614	A8AQ63
A6W614	A1AG76
A6W614	B1IQV0
A6W614	P0A6E4
A6W614	B4RQS8
A6W614	Q31W50
A6W614	B1LFS3
A6W614	A9M4B1
A6W614	Q32BG2
A6W614	C1F510
A6W614	Q0T0B0
A6W614	A6VN06
A6W614	B1Z0E2
A6W614	Q3YX68
A6W614	B4EM48
A6W614	Q0B4C4
A6W614	Q01Y56
A6W614	Q392V6
A6W614	B7LR40
A6W614	Q65SH4
A6W614	Q62EQ4
A6W614	A3NQI1
A6W614	C5CUG9
A6W614	A3N4T7
A6W614	B2JP23
A6W614	Q2T1W2
A6W614	P57877
A6W614	A4JLD9
A6W614	P55744
A6W614	Q07VN9
A6W614	A2SK99
A6W614	A1VL71
A6W614	Q13D88
A6W614	Q4QJM0
A6W614	B3Q9D3
A6W614	A1JTL6
A6W614	A9BM60
A6W614	A5UFF8
A6W614	Q12D55
A6W614	A7FJE9
A6W614	P44315
A6W614	Q1CGZ2
A6W614	A4TKI3
A6W614	P0C1A1
A6W614	Q0I4M1
A6W614	Q66C31
A6W614	B0UW58
A6W614	B1JPT9
A6W614	B5QZW1
P0C041	P0C041
P44094	P44094
P44094	Q0KBD2
Q4V9F0	Q4V9F0
Q4V9F0	Q5FVP8
Q4V9F0	Q58HT5
Q4V9F0	Q3SYC2
Q4V9F0	Q2KHS5
Q4V9F0	Q54GC1
Q4V9F0	Q08650
Q4V9F0	Q28C88
Q4V9F0	Q3KPP4
Q4V9F0	Q5M8H5
P80704	P80704
P9WQB0	P9WQB0
P9WQB0	A0QVQ8
P9WQB0	Q2FXL7
P9WQB0	Q5HNJ6
P9WQB0	Q2YTD1
P9WQB0	Q5HF65
P9WQB0	P17557
P9WQB0	Q2FH00
P9WQB0	Q2FYJ2
P9WQB0	Q2YY66
P9WQB0	Q5HFY4
O30010	O30010
O30010	A4G0J1
O30010	A6UW69
O30010	A9A8T5
O30010	A6URJ1
O30010	Q18DY6
O30010	B0R336
O30010	Q3IRN3
O30010	Q46DZ8
O30010	A0JC76
O30010	A5UJ82
O30010	A9A235
O30010	B8GF73
O30010	Q2NI00
O30010	A2SU08
P51530	P51530
P51530	D3ZG52
B6YW36	B6YW36
B6YW36	A3DMS6
B6YW36	O29150
B6YW36	A0RW81
B6YW36	B8D6D8
B6YW36	B1L6M9
B6YW36	A4FZ59
B6YW36	Q57838
B6YW36	A6UTP9
B6YW36	A9A1F0
B6YW36	O59572
Q67VC8	Q67VC8
Q5REG4	Q5REG4
Q4J8L0	Q4J8L0
P71119	P71119
P71119	P74133
P71119	O78497
P71119	P51271
P71119	O19998
B4N937	B4N937
B4N937	B4G316
B4N937	B4HEM8
B4N937	B3P3J9
B4N937	B4K835
A7YWP4	A7YWP4
A7YWP4	P35492
G5ED45	G5ED45
Q146L7	Q146L7
Q146L7	Q5KUG0
Q146L7	Q5Z110
Q146L7	Q1LRY0
Q40469	Q40469
Q09129	Q09129
P0ADG0	P0ADG0
P0ADG0	P0ADF9
P0ADG0	P0ADF8
Q4JL91	Q4JL91
Q4JL91	Q5PXE9
P19371	P19371
Q3T4F3	Q3T4F3
A9RAG5	A9RAG5
A9RAG5	P48909
A9RAG5	P15956
A9RAG5	P15580
Q2TBI8	Q2TBI8
E8PLM2	E8PLM2
P9WFZ4	P9WFZ4
O24770	O24770
P54887	P54887
P54887	P54889
P0DKT7	P0DKT7
P06195	P06195
P06195	P20576
P06195	P26922
P06195	Q02003
P06195	Q5V214
P06195	P20441
P06195	P26923
P06195	P9WN35
P06195	P9WN34
P06195	Q1XDC5
P06195	Q06129
P06195	P42388
P06195	P00906
P06195	O28670
P06195	P71381
P06195	P44339
Q5E6F9	Q5E6F9
A8WYE4	A8WYE4
P26446	P26446
P26446	P11103
P26446	P27008
Q12524	Q12524
P15109	P15109
Q13370	Q13370
Q13370	Q63085
P37649	P37649
P15922	P15922
C6DBI4	C6DBI4
C6DBI4	A6TCE4
C6DBI4	A9MHK1
C6DBI4	Q57LH5
C6DBI4	B5RD05
C6DBI4	B4T0R5
C6DBI4	A9N1Y3
C6DBI4	C0PYL4
C6DBI4	B2TXU8
C6DBI4	Q0T1Z6
C6DBI4	Q1C5H7
C6DBI4	B2K9R0
C6DBI4	Q1CKA2
C6DBI4	B1JRZ6
C6DBI4	A8AD60
C6DBI4	B7LDB5
C6DBI4	P58473
C6DBI4	B7MYF7
C6DBI4	C4ZX98
C6DBI4	B1XAZ8
C6DBI4	A8A329
C6DBI4	A1AE61
C6DBI4	B1IWD8
C6DBI4	P37095
C6DBI4	B7N6B0
C6DBI4	B6I595
C6DBI4	B1LNH8
C6DBI4	Q1R8K9
C6DBI4	P58474
C6DBI4	B7VJT3
P86014	P86014
P11965	P11965
P11965	P80679
P11965	P84516
P11965	O80822
P11965	P22196
P11965	Q0D3N0
P11965	A2YPX3
P11965	P00433
P11965	Q40372
P11965	Q43735
P11965	P0DI10
P11965	P19135
P11965	Q4W1I9
P11965	O81755
P11965	O23237
P11965	Q43729
P11965	Q39034
P11965	O48677
P11965	Q43731
P11965	O22959
P11965	P59121
P11965	P24102
P11965	O04796
Q0P9C5	Q0P9C5
Q49741	Q49741
Q49741	P9WKZ6
